CTCF,H3K4me1,EZH2,ATAC,POL2,P300,H3K9me3,H3K4me3,H3K36me3,H3K27ac,Position
1.1552218,0.8910973,2.6446235,1.6513988,0.52476513,2.0027924,1.5179441,1.5632565,3.1912818,0.6292488,28.736
1.1265222,0.9899819,2.8461566,1.0213864,0.4549433,2.0832503,1.6714543,1.66438,2.9504168,0.61751044,28.864
0.81091756,0.7294533,2.4199345,1.2809957,0.3107885,1.8113544,1.2510117,1.080289,2.6784487,0.51205105,28.992
0.7554997,0.7266793,2.3294814,1.1688174,0.28976345,1.7449626,1.2795309,1.067558,2.6126084,0.5258751,29.12
0.984983,0.74610895,2.165522,2.7085502,0.4674192,1.7488892,1.1882234,1.4085395,2.7772777,0.63819104,29.248
0.91771,0.944013,2.1718187,2.436092,0.45888346,1.688514,1.3797141,1.8039978,2.9709606,0.75974077,29.376
1.0897537,1.1738753,2.5958934,2.0521867,0.5750121,1.9565191,1.5087034,2.0471075,3.419608,0.88737094,29.504
1.0640857,1.1696988,2.7473986,1.4640905,0.5057714,2.0653806,1.58518,2.0121918,3.181332,0.8054042,29.632
0.9395594,0.9766755,2.6994338,1.586376,0.42182013,1.9966679,1.3592885,1.6260464,3.0476756,0.6445517,29.76
0.9230498,0.8516724,2.6434536,1.9191042,0.36835054,2.0503852,1.3700712,1.3740945,2.6116996,0.5803645,29.888
0.8442149,0.75200504,1.9992541,1.3862594,0.38630533,1.6416093,1.1604022,1.5583867,2.9945662,0.608833,30.016
0.38414067,0.34456843,0.8526467,1.9266515,0.17626926,0.7374965,0.63116074,1.2482547,1.7281961,0.37110132,30.144
0.2533266,0.265485,0.5631834,1.4826683,0.101027496,0.51104754,0.39225352,1.3789146,1.3576266,0.30461925,30.272
0.35186085,0.3789578,0.8140093,1.3569155,0.14399755,0.69985235,0.6546314,1.5772005,1.7329988,0.3764162,30.4
0.9727007,1.0192488,2.3798418,1.6296195,0.5186607,1.8247885,1.42562,1.9676195,3.3801923,0.7255597,30.528
0.9499602,1.0977049,2.4804244,1.4518993,0.53130925,1.8939081,1.6130096,2.0152423,3.575326,0.79933625,30.656
0.4989373,0.50734186,1.1131935,1.7631474,0.25546864,0.9194203,0.8347659,1.5464094,2.2727733,0.46358636,30.784
0.27264684,0.29137847,0.6309741,1.7838511,0.114054866,0.54414886,0.5058641,1.414352,1.3511832,0.32485053,30.912
0.7966756,0.79862636,1.983878,1.8111758,0.3839561,1.6017915,1.1896118,1.6187634,2.962111,0.6716154,31.04
0.8286686,0.91770744,2.4537485,1.0968387,0.3273068,1.9178656,1.3572952,1.8196157,2.8494883,0.6694721,31.168
0.9974041,0.8395505,2.5316796,1.7528666,0.4299043,1.9797556,1.2848966,1.6151202,2.7932343,0.63603556,31.296
0.9407941,1.0432189,2.634083,1.3409482,0.41444102,1.9428979,1.397293,1.8213933,2.9385235,0.7356546,31.424
1.0908622,1.1066692,2.8214078,2.1457126,0.57638943,2.0351796,1.4449918,1.8082415,3.291107,0.7855942,31.552
1.1172034,1.0902643,2.8026946,2.767112,0.5779294,2.0680354,1.556398,1.8243067,3.043911,0.77559704,31.68
0.98665774,1.1481047,2.6985157,0.93897617,0.47964662,1.972674,1.4622031,2.0767515,3.3713174,0.7953236,31.808
1.0144341,1.0930676,2.7016602,1.6217467,0.48947945,2.0309737,1.4750098,1.9353861,3.1684942,0.7979201,31.936
0.96171695,1.0093514,2.372877,1.9010494,0.5506627,1.8327937,1.3861123,1.8743131,3.4872687,0.8017491,32.064
0.4095422,0.42195204,0.9669969,1.7744191,0.17310704,0.80002445,0.726333,1.5348119,1.8434494,0.4501322,32.192
0.31330353,0.31756717,0.6477592,1.7252095,0.1392964,0.58127344,0.48686993,1.4413952,1.6425948,0.3935749,32.32
1.0093956,1.1455269,2.410792,1.7461994,0.56074,1.8063099,1.4618663,1.9719883,3.4191356,0.85976714,32.448
1.2680944,1.2985617,2.8272316,4.1475854,0.86737007,2.136452,1.6323572,1.9221565,3.6610742,1.1400802,32.576
1.1592116,1.3763589,2.9477913,2.435051,0.71904796,2.068814,1.6994963,2.1005144,3.5778084,1.0583332,32.704
1.2085798,1.2676107,2.8125522,2.214029,0.71823925,2.0364912,1.560444,2.0042698,3.6524925,1.0450904,32.832
1.089902,1.1177703,2.6181595,1.4804201,0.55608785,1.8883237,1.5078137,1.9237502,3.3085437,0.8035692,32.96
1.1022865,1.1543609,2.7170424,0.927265,0.51382464,1.9262942,1.426028,2.0594954,3.337582,0.7624848,33.088
1.015607,1.013175,2.7614896,0.72726226,0.39037895,1.9441468,1.3490843,1.8807931,2.7333739,0.6382459,33.216
0.9446691,0.90452033,2.6791053,0.8614184,0.3527053,1.9417348,1.2239847,1.6818635,2.699317,0.5713749,33.344
0.9873459,0.7460941,2.8070962,1.2161428,0.29881245,2.1021075,1.1705503,1.210523,2.1100545,0.46707758,33.472
0.8285967,0.7228196,2.475414,1.0432053,0.30392772,1.8250834,1.0825584,1.2341644,2.4864545,0.49500108,33.6
0.80140656,0.7963952,2.57526,0.70376027,0.25123468,1.8917308,1.1788473,1.4968065,2.2800515,0.5067302,33.728
1.0663378,0.83353364,2.7666242,1.1360776,0.3891657,2.1008866,1.243129,1.5929152,2.7944825,0.5529418,33.856
0.9709749,1.0005072,2.9095993,1.1009977,0.3340127,2.1362033,1.342595,1.8073349,2.5835662,0.621834,33.984
0.9532814,1.0120127,2.8953025,1.0483928,0.345504,2.1031976,1.2885381,1.7857189,2.7674968,0.61359227,34.112
1.0441861,0.90088004,2.838798,1.5884166,0.40786532,2.1243327,1.3272492,1.5676217,2.6256423,0.58430946,34.24
0.92449856,0.90284455,2.264735,1.33562,0.4896197,1.7609181,1.2600554,1.7948081,3.3728251,0.69541633,34.368
0.44696385,0.40359542,1.0349002,1.6209965,0.1764547,0.8675568,0.69756895,1.3819493,1.7733017,0.3915254,34.496
0.37959918,0.3475283,0.78045475,1.3073688,0.15010186,0.70845926,0.54478204,1.409455,1.664902,0.39293638,34.624
0.3673583,0.36682633,0.7378783,1.6293128,0.15839738,0.67543083,0.55939436,1.4824572,1.6886909,0.455321,34.752
0.4690488,0.4876898,1.0271726,1.7996724,0.23814055,0.873334,0.7386133,1.6363518,2.2825947,0.54184586,34.88
0.9715447,0.8949947,2.051409,2.2259421,0.4924819,1.6587458,1.3028164,1.7908028,3.017179,0.83026606,35.008
1.1865497,1.2824068,2.9020796,2.6585047,0.7274054,2.1267836,1.5034695,1.9506058,3.6292017,0.96633554,35.136
1.1625649,1.2813816,3.1228049,2.4391959,0.59548414,2.1548016,1.4972697,1.8666422,3.0865936,0.86633575,35.264
1.0993404,1.1422042,2.971824,2.2197032,0.5044594,2.119734,1.3515435,1.7155973,2.9173539,0.7771463,35.392
1.0245986,1.1497664,2.973559,1.0604944,0.44055283,1.995957,1.3613398,1.6911291,2.8414724,0.7445088,35.52
1.1281445,1.0604317,2.7864017,1.5297849,0.516583,2.0218441,1.2980101,1.714089,3.0298061,0.7682878,35.648
1.0565088,1.1514266,2.7166162,2.0030127,0.56635404,1.9597456,1.4372264,1.8433483,3.164012,0.86400926,35.776
0.8225533,0.6742626,1.7003924,2.220188,0.3985684,1.4203395,1.0430667,1.5448087,2.6600008,0.67104644,35.904
0.5050596,0.46604723,1.1037607,2.1821249,0.21887396,0.97247386,0.7108108,1.4129996,1.9664083,0.5385461,36.032
0.5160873,0.43735823,1.0713564,2.7285542,0.2620683,0.9671602,0.71334493,1.3171988,2.0604305,0.515571,36.16
0.9599707,0.8145102,2.2311237,2.1555722,0.4292444,1.7453753,1.1807607,1.5494039,2.6842265,0.6591693,36.288
1.1082511,0.98648703,2.4914403,2.1131938,0.5889197,1.8555226,1.3035724,1.6828467,3.3197577,0.75211096,36.416
1.1281936,1.1851509,2.8092768,2.437866,0.6462061,1.9417617,1.4455023,1.8049327,3.3660173,0.83291596,36.544
1.3978112,1.1730952,2.8144743,1.9916683,0.670909,1.9316676,1.4695256,1.7640274,3.5696208,0.84065527,36.672
1.1915553,1.1709117,2.7782986,2.9975584,0.6853111,1.9495469,1.427323,1.7025543,3.2191963,0.8779711,36.8
1.1605495,1.1879046,2.8447886,2.523731,0.7090527,2.0164375,1.4004054,1.7916086,3.657367,0.88094103,36.928
1.0306785,1.1583966,2.6314106,1.5581526,0.5435614,1.8997439,1.3160453,1.9199473,3.390823,0.84196985,37.056
1.0151362,1.0641954,2.6678722,2.0123165,0.52908,1.9134344,1.2366935,1.7084703,3.1737168,0.7490914,37.184
1.1613712,1.0705454,2.5126317,3.4315794,0.6314322,1.8999289,1.2966384,1.7666048,3.1481562,0.8146944,37.312
1.2067033,1.0062217,2.4792447,2.8854575,0.63256896,1.822085,1.3055325,1.7075169,3.235951,0.7064288,37.44
1.1586809,1.395878,2.7509987,1.6360148,0.74555343,2.0027826,1.3649077,2.2242882,3.5203226,1.0277164,37.568
1.1590716,1.1615635,2.8067055,2.2793813,0.60165334,2.0409343,1.3239017,1.9514169,3.3190513,0.8017399,37.696
1.1579167,0.9607876,2.7547495,2.0387251,0.5036825,2.020557,1.2264429,1.6356844,2.7106373,0.66929924,37.824
0.8594043,0.9029836,2.5406315,1.1589925,0.37487653,1.8715014,1.0981038,1.6321714,3.0351522,0.62536174,37.952
0.95691127,0.798698,2.551974,1.7633706,0.3949663,1.8984008,1.0949509,1.5097804,2.6337218,0.5474037,38.08
1.1794882,0.9760231,2.8810728,1.8397849,0.5045261,2.1066248,1.3276569,1.7096713,2.900974,0.6472543,38.208
1.0013022,0.96363896,2.8204317,1.737392,0.3622946,2.0178933,1.2143852,1.7688848,2.3950844,0.57149935,38.336
0.9201823,0.87884176,2.7428012,1.1659135,0.309135,2.0346289,1.121172,1.7060624,2.5745661,0.5181167,38.464
1.0232599,0.904074,2.883147,1.2138138,0.32964635,2.1004808,1.1980202,1.6337476,2.5291243,0.5094498,38.592
0.8895495,0.7453579,2.6256154,1.2407348,0.29286513,1.9769326,1.0858967,1.4014288,2.3064659,0.44472134,38.72
0.70626074,0.7070371,2.512751,0.44445598,0.18111241,1.8049012,1.0318767,1.2646824,2.0445917,0.42763585,38.848
0.6997413,0.60409796,2.2046142,0.57762057,0.20454474,1.71726,0.98977005,1.2696927,2.2993228,0.4180049,38.976
0.69687885,0.6014598,1.6961429,1.5703743,0.24530305,1.394996,0.8875462,1.4977624,2.1563015,0.4809122,39.104
0.38141435,0.3677062,0.8726541,1.5654061,0.13555086,0.7188154,0.55817294,1.4289002,1.4704362,0.35609174,39.232
0.6669431,0.6264712,1.4794327,1.5571297,0.23469947,1.2121211,0.8959244,1.6513746,2.0068083,0.50423646,39.36
1.062621,0.87342894,2.544926,1.4565741,0.48559105,1.9057322,1.2893755,1.609321,2.99898,0.60219526,39.488
0.8801385,0.87413967,2.5111485,1.5038105,0.33082834,1.8167071,1.1311748,1.4921498,2.4627097,0.5852831,39.616
0.9053745,0.79463786,2.5193188,1.1349629,0.32774544,1.8714969,1.1429379,1.4118893,2.3643236,0.5458251,39.744
1.1312382,0.89193463,2.6393874,1.4562786,0.4063714,2.0180943,1.2354395,1.6491798,2.4729168,0.6692938,39.872
0.9965234,0.90002453,2.5411985,2.4275224,0.4199695,1.9378157,1.2258056,1.5800445,2.643414,0.68170667,40.0
1.052674,0.9889114,2.6841311,2.9558282,0.4453946,2.0891154,1.2494152,1.7585831,2.6655066,0.7595657,40.128
1.0774871,1.0375658,2.8397818,2.9206834,0.4257302,2.1730282,1.3225178,1.8638577,2.5411072,0.70476663,40.256
1.0480391,1.1317222,2.8913395,1.6244524,0.35169953,2.1001925,1.3290088,2.010492,2.4374976,0.71729356,40.384
1.1123582,1.1402143,2.8817003,3.2286623,0.5204819,2.2015936,1.4135077,1.9040997,2.9424248,0.7953174,40.512
0.9865812,1.1584202,2.8807304,1.3708423,0.35182437,2.0796769,1.3538136,1.9111586,2.5913866,0.7977274,40.64
0.95810735,0.752789,2.4734666,2.4593813,0.34693724,2.0007303,1.2103008,1.3213434,2.306215,0.5958455,40.768
0.832898,0.83709246,2.2691898,1.5269367,0.296764,1.73281,1.1910257,1.4148006,2.2717247,0.75837505,40.896
0.38247555,0.4120764,0.988003,2.2682903,0.1487267,0.83776623,0.6253581,1.4709252,1.641794,0.43644997,41.024
0.7517659,0.80263215,1.7265985,2.6745074,0.30161765,1.4699994,1.0632538,1.907167,2.3359191,0.8063924,41.152
0.94765514,1.0431057,2.4885225,2.5826507,0.41292372,1.9840591,1.3178037,1.964591,2.710289,0.8879659,41.28
0.8562641,1.0794454,2.6952996,1.3046899,0.275866,2.1208086,1.2282379,1.9170762,2.3783288,0.86784554,41.408
0.98946583,1.0586565,2.7592676,4.7436986,0.40220997,2.5466714,1.1915331,1.8704562,2.4471607,0.9762097,41.536
1.0810232,1.1828221,2.9838698,2.7289946,0.35244992,2.53402,1.267983,2.2052472,2.2936757,0.99641484,41.664
0.8817128,1.1873038,2.906366,1.2722696,0.28434342,2.239226,1.3078412,2.1058853,2.511919,0.9151145,41.792
1.0309305,1.1584455,3.0193985,1.8729807,0.3295272,2.3779993,1.2851584,2.124646,2.359774,0.8880747,41.92
1.0384544,1.1459558,2.9404047,1.6367204,0.38998342,2.2215257,1.4250813,2.050513,2.886496,0.78543246,42.048
1.061828,0.98202586,2.8776991,3.2565298,0.3744182,2.3451545,1.2240644,1.6456681,2.3421373,0.7955832,42.176
0.90262604,0.7299095,2.6612756,1.7487181,0.28832754,2.0769439,1.1700552,1.1897639,2.2143188,0.5353745,42.304
0.67031133,0.68673086,2.474339,0.64380777,0.15646952,1.8767045,1.0751877,1.2592356,1.814316,0.4764341,42.432
0.80566996,0.7177345,2.6336882,1.074799,0.22203524,2.03042,1.1579722,1.3372556,2.1187584,0.4827909,42.56
0.9166485,0.9372463,2.8746147,1.430354,0.2663214,2.1839058,1.2666321,1.7702752,2.2455864,0.6165802,42.688
0.9617456,0.9328815,2.9339182,1.2243693,0.27466744,2.1762316,1.287379,1.773478,2.2259808,0.55915606,42.816
0.91175956,1.0267296,2.851963,0.90109295,0.2953869,2.091572,1.3815783,1.8955566,2.3742697,0.6668679,42.944
1.0465245,0.98706937,2.7976794,0.98603326,0.3111876,2.0840917,1.3411493,1.9801489,2.5857437,0.6018542,43.072
1.1577721,0.8361032,2.8372204,1.8860933,0.41272724,2.2501156,1.3530811,1.4771802,2.5461066,0.56583023,43.2
0.7316299,0.6453707,2.1123714,0.7991743,0.24800016,1.6379529,1.1400223,1.1562035,2.3751526,0.49381992,43.328
0.44977695,0.35895422,1.2262199,0.96575934,0.13066243,1.0197603,0.69136804,0.8593916,1.3317617,0.2828279,43.456
0.3178888,0.28793982,0.7625745,1.6306933,0.116643354,0.662939,0.5427259,1.2255204,1.4077414,0.30539525,43.584
0.39535376,0.35734934,1.0814512,1.9241159,0.1549768,0.91216075,0.6717473,1.0471117,1.4272082,0.35097045,43.712
0.66054785,0.6302577,2.143606,1.0621614,0.22778232,1.6309862,1.1071769,0.94980705,2.262273,0.44369704,43.84
0.88382554,0.64861,2.3424253,2.0426977,0.31541088,1.896153,1.1966435,1.2862514,2.2853036,0.45654124,43.968
1.0320882,1.0293455,2.6196787,1.9158235,0.48794425,1.9525117,1.4678779,1.9182693,3.1637409,0.67157984,44.096
1.138284,1.141607,2.7601047,2.6846273,0.6009929,2.0075808,1.5669518,1.9113953,3.1913457,0.74527216,44.224
1.0934701,1.1170026,2.7708743,2.2451131,0.525943,2.03158,1.5197005,1.9603686,3.1747818,0.7434502,44.352
0.9972196,1.0290527,2.7121296,2.148794,0.38933942,1.9799888,1.4596572,1.8846978,2.60234,0.62873656,44.48
1.0586963,1.0443702,2.7997017,2.5702012,0.4755643,2.0394626,1.4449662,1.8511446,2.9494236,0.61459625,44.608
1.0057963,1.066382,2.8343832,1.4329138,0.3696132,2.0003402,1.474035,1.8973758,2.5866377,0.5863811,44.736
1.0242108,1.1184114,2.832121,1.7593715,0.41513067,2.0164778,1.5116869,2.0165849,2.8405755,0.6187153,44.864
0.9828104,1.0815432,2.7896914,1.3624755,0.33721694,1.9951351,1.4758657,2.0823245,2.5338154,0.5550976,44.992
1.0116479,1.138311,2.7311256,1.7246196,0.43344638,1.982842,1.4796486,2.112606,3.0571547,0.6908811,45.12
1.0146401,1.2034593,2.9125235,2.023241,0.4213972,2.035439,1.4927593,2.011527,2.8791232,0.6726784,45.248
1.0882132,1.1273781,2.94838,2.4033802,0.50367576,2.0368352,1.5055399,1.8900762,2.9302363,0.6430026,45.376
1.0412279,1.0512308,2.8357139,2.269868,0.44382048,2.0205514,1.508421,1.9051491,2.7783732,0.5945118,45.504
0.9998976,0.9982598,2.696456,1.3354667,0.4093417,1.9742938,1.4492565,1.9420713,2.9975824,0.56554544,45.632
0.8768395,0.7460578,2.6436348,1.5770924,0.3023072,1.9706887,1.2637758,1.2855691,2.2532952,0.43023023,45.76
0.72968733,0.6667006,2.4544637,0.9575459,0.22071639,1.7578864,1.1418164,1.1541107,2.1038816,0.37302357,45.888
0.7863841,0.60244644,2.5689616,1.2830604,0.188276,1.9647,1.0796585,1.1121489,1.7597886,0.31438392,46.016
0.8747205,0.82018435,2.663834,0.87511206,0.2697419,1.9321479,1.276963,1.6385475,2.3651478,0.43029293,46.144
1.0324869,0.7979993,2.730954,1.0710071,0.29946002,2.0695798,1.3006443,1.7916437,2.242402,0.41309556,46.272
0.93336356,0.91722214,2.5291626,1.122849,0.30359694,1.9058933,1.2699957,2.108296,2.5354364,0.5115601,46.4
0.96406615,0.90817523,2.70007,0.9411357,0.27646607,1.9869869,1.3159735,2.0035408,2.1224346,0.44938084,46.528
0.8122966,0.84176993,2.638467,1.0055213,0.2970584,1.9256788,1.2448322,1.5936772,2.3559813,0.44726384,46.656
0.692234,0.7218622,2.5377274,0.7594274,0.19559203,1.7862899,1.1541708,1.2613074,1.9949731,0.35855043,46.784
0.7793206,0.6427717,2.5284436,1.1660181,0.2288413,1.8712735,1.1202134,1.0146003,1.9692557,0.36298206,46.912
0.86610216,0.7888567,2.6617744,0.8611777,0.2648691,1.8980417,1.2555605,1.3070625,2.3886867,0.45139822,47.04
1.1268824,0.7124953,2.6433601,1.8753107,0.37178156,2.080585,1.2410754,1.254869,2.4968154,0.45501184,47.168
0.7758291,0.7966019,2.459355,0.8751588,0.2824123,1.7908446,1.2456337,1.332371,2.3974981,0.5029561,47.296
0.5964216,0.3147052,1.2117547,2.079986,0.17100975,1.0276755,0.73236614,0.8582213,1.5021362,0.28635004,47.424
0.8807913,0.840174,2.4072042,0.87204355,0.30416614,1.8067198,1.2595009,1.7396146,2.5293376,0.5255729,47.552
0.9393655,0.802927,2.6981053,2.248795,0.33445847,2.063284,1.2863104,1.3774811,2.4066029,0.4895257,47.68
0.8263086,0.6963439,2.5816627,1.8454444,0.24739331,1.9592247,1.1599432,1.1112834,1.9780815,0.41812772,47.808
0.75179255,0.7864673,2.645186,1.3001359,0.23273443,1.8934755,1.1719854,1.1660568,2.188437,0.44563156,47.936
0.9703135,0.84778494,2.7917655,1.5420033,0.33075604,2.0882387,1.2834578,1.3829714,2.505687,0.5276228,48.064
1.1461791,1.1339254,2.9541802,2.7790358,0.5051677,2.1344595,1.4848908,1.8589544,3.1035733,0.68430334,48.192
1.0982223,1.340109,3.098258,3.0546162,0.55375576,2.1928613,1.6807492,2.0244348,3.2355013,0.7984856,48.32
1.1272671,1.223957,3.0169158,2.9675438,0.5531484,2.1377175,1.5798798,1.889307,3.2070386,0.7330104,48.448
1.1119,1.1711817,2.9712334,2.879361,0.5060481,2.1396492,1.6045369,1.9199492,2.9806318,0.721093,48.576
1.0136626,1.3779485,2.9811432,1.5191338,0.4851268,2.1482658,1.6351188,2.3321183,3.5728047,0.82237494,48.704
1.016685,1.2356118,2.9544547,1.4629691,0.43414435,2.0983803,1.641363,2.151054,3.128802,0.6950976,48.832
1.0325564,1.1751891,2.846581,1.2665715,0.4735474,2.070135,1.5634266,2.1393957,3.3542588,0.71252066,48.96
0.972806,1.0622602,2.6697736,1.7783523,0.47993603,1.9939061,1.5902762,1.8708806,3.3602216,0.6827594,49.088
0.8434555,0.86497176,2.0821164,1.3528609,0.4201063,1.6098363,1.3398594,1.7431656,3.207069,0.6230497,49.216
0.49608642,0.4582706,1.1616641,1.9774128,0.2197318,0.9379534,0.87652755,1.4316797,2.1236277,0.44176227,49.344
0.81308943,0.85605437,2.11476,1.6324143,0.39885622,1.6079661,1.3034357,1.66047,2.9757457,0.59884965,49.472
0.9204786,0.9368154,2.5777566,1.5093683,0.44150582,1.9176807,1.4854712,1.5595316,3.1054258,0.6124395,49.6
0.9337076,1.0336823,2.8447242,1.2809999,0.38470098,2.0512106,1.4798976,1.7318352,3.0825663,0.58972645,49.728
0.92665654,1.0090635,2.7951496,2.042196,0.3732863,2.0742903,1.4758024,1.7628512,2.765215,0.5921813,49.856
1.0156306,1.2461772,3.0823965,1.9228177,0.4554969,2.1663706,1.6558714,1.9861097,3.187318,0.70900154,49.984
1.1069621,1.35472,3.1418076,2.4944255,0.5788461,2.238412,1.862077,2.1720905,3.4363554,0.81953645,50.112
1.1228405,1.2868849,2.9521682,1.5200844,0.5910379,2.1312103,1.7553236,2.1739388,3.7356105,0.8178244,50.24
1.0113486,1.0678947,2.5988457,2.313754,0.50706214,1.9743545,1.6158532,1.9471041,3.1970987,0.75070214,50.368
0.6453132,0.56465447,1.4350696,1.5823624,0.2794525,1.2279797,0.98775744,1.441397,2.3785675,0.48325682,50.496
0.24249552,0.21289158,0.59665143,1.437809,0.09256909,0.5497706,0.4480402,1.0103625,1.1100824,0.23768179,50.624
0.73008686,0.69198567,1.9555898,1.5579988,0.34213108,1.6158288,1.2821546,1.3694246,2.943409,0.5522823,50.752
0.8978505,0.88488406,2.3496907,1.545862,0.49096677,1.8274578,1.6529553,1.6509703,3.4216006,0.62559396,50.88
0.36466548,0.35512123,0.7792265,1.5436337,0.1558585,0.69246364,0.6672125,1.4810878,1.9336803,0.3975787,51.008
0.39911327,0.40324306,0.9455935,1.6209251,0.1721122,0.8202929,0.79060054,1.5053523,2.0833917,0.41610327,51.136
0.73034906,0.8227047,1.9600506,1.5220513,0.37556124,1.5853616,1.3043706,1.7390584,3.2511032,0.6376594,51.264
0.8587772,0.8725553,2.4709768,1.5203227,0.3693841,1.8786451,1.4219465,1.6013439,2.986816,0.55566657,51.392
1.049757,0.87701064,2.5779858,2.2684443,0.49708623,1.9773812,1.4794816,1.5494227,3.0287943,0.58391374,51.52
0.9801159,1.076929,2.8504097,2.3693292,0.49143767,2.0406218,1.6805512,1.5838456,3.1936483,0.6872386,51.648
0.98761505,0.80430347,2.7601485,2.5147076,0.38714832,2.1425033,1.3856466,1.1586472,2.5871391,0.52998626,51.776
0.769121,0.8972322,2.7171164,1.2771249,0.27747875,1.9408287,1.4158063,1.3530966,2.5420318,0.54788494,51.904
0.8328832,0.83385956,2.7098608,1.1095612,0.28312373,2.0118802,1.4059215,1.3585821,2.4162579,0.52888405,52.032
0.95043457,1.1562951,2.7983713,1.4666648,0.3843762,2.109602,1.5418572,2.2177093,2.9028869,0.75318587,52.16
0.9484824,1.0006176,2.8019638,1.5676936,0.3699093,2.1293738,1.4929987,1.9592682,2.718743,0.6529216,52.288
0.68958086,0.8936184,2.5508258,2.0279567,0.24617131,1.9185115,1.3884594,1.7161176,2.2118592,0.6038451,52.416
0.7263177,0.7985021,2.5392156,1.3233585,0.22506702,1.9537191,1.3573742,1.5320766,2.17565,0.55757535,52.544
0.84338963,0.9863143,2.8120239,1.6939821,0.28669968,2.1487956,1.603413,1.8972652,2.45552,0.65379447,52.672
1.060881,1.2021317,3.027255,1.6152424,0.44687456,2.3213058,1.7388014,2.2401888,3.1624198,0.8301782,52.8
1.063014,1.1698132,3.0756686,2.2066045,0.46688002,2.2779725,1.8631145,2.0080373,2.9308178,0.7576566,52.928
0.94774747,1.2520025,2.8532867,1.8350986,0.50962186,2.1305635,1.8055665,2.0576613,3.5873945,0.94314176,53.056
0.39336452,0.42389333,1.0408019,1.5632582,0.15378119,0.8938342,0.79308474,1.5363615,1.8334785,0.42536882,53.184
0.28474295,0.29725584,0.6395671,1.7030563,0.1290611,0.58724046,0.542819,1.3832,1.6560127,0.3704848,53.312
0.50539684,0.4083816,1.2749922,2.3145356,0.23110332,1.1180423,0.8933334,0.9691611,1.9058857,0.45406348,53.44
0.602344,0.5293306,1.6129196,2.2364385,0.28801155,1.3690896,1.0891088,1.073656,2.3402984,0.5186191,53.568
0.7042513,0.6115918,1.5950067,2.1298788,0.3524196,1.3457872,1.1865996,1.4884758,2.6728723,0.6513193,53.696
0.53919387,0.51980644,1.2741708,1.9970913,0.25790784,1.0620412,0.96977293,1.518433,2.4151516,0.5515227,53.824
0.7955322,1.0412027,2.2145202,1.1349581,0.4745636,1.7549307,1.6817524,2.0013323,3.6693592,0.8542689,53.952
0.34314853,0.36677104,0.81654954,2.747827,0.16343604,0.74545485,0.6309417,1.3873037,1.6783357,0.42502794,54.08
0.27570662,0.27957118,0.5858897,1.561393,0.11948838,0.5595129,0.50509775,1.380463,1.4173138,0.35572308,54.208
0.95029527,1.1187382,2.4361777,1.447624,0.49808523,1.9105777,1.4698275,2.0893521,3.5288892,0.90523475,54.336
1.2100161,1.2602968,2.887223,3.6115565,0.6984307,2.3142047,1.9499598,1.900545,3.6615121,1.0250671,54.464
1.3732771,1.4019971,3.035776,3.4953263,0.802254,2.412836,1.8191128,2.084644,3.8629231,1.245066,54.592
1.0544825,1.1886729,2.7447312,2.2689762,0.59261924,2.1650279,1.6935844,1.9409467,3.577651,1.0851746,54.72
0.89084756,1.1705863,2.4989042,1.3041438,0.4965229,2.0120976,1.5640565,2.020446,3.756835,1.0357815,54.848
0.8043685,0.77535546,1.7453617,2.6570704,0.37049,1.4900249,1.1996876,1.82216,2.726069,0.84391356,54.976
0.5892395,0.65420467,1.295488,2.8531208,0.27439207,1.1573107,0.8929222,1.9065704,2.4665098,0.77768475,55.104
0.78591263,0.8264417,1.8016993,3.3693013,0.3831351,1.5946269,1.1482966,1.9240501,2.6988628,0.8441594,55.232
0.7763072,0.88828075,2.4200237,0.842523,0.3003465,1.8724462,1.254229,1.6735288,3.0880692,0.6538148,55.36
0.7912866,0.7233612,2.579433,1.1116319,0.23101214,2.0440311,1.1737088,1.2559704,2.2470067,0.4941541,55.488
0.79607975,0.6176695,2.4790893,0.9011629,0.22313763,2.005509,1.0820363,1.0181769,2.1788316,0.4388722,55.616
0.67184585,0.6568845,1.9533969,0.9983577,0.26692283,1.5330067,1.0650952,1.2420856,2.4666731,0.5249214,55.744
0.74501455,0.58928686,1.5743064,2.017603,0.3300525,1.3684428,1.0124881,1.5242982,2.552197,0.55521166,55.872
0.7645178,0.71080154,1.7078712,2.4899988,0.37024686,1.4503976,1.1101482,1.7194177,2.6553032,0.6379817,56.0
1.0283331,1.0364056,2.6680844,1.8494985,0.48989654,2.0848615,1.3882113,1.9222953,3.296213,0.7646045,56.128
1.0460365,1.0794861,2.8228493,1.6662428,0.47003368,2.113299,1.450859,1.8923125,3.2340052,0.71852034,56.256
1.0032651,0.82839596,2.685611,1.5832099,0.4178694,2.0726004,1.2889518,1.3918617,2.9441676,0.5813777,56.384
0.8468227,0.87411666,2.8148568,1.230459,0.32016727,2.0210223,1.2605371,1.1710248,2.6224236,0.54802114,56.512
1.0294397,0.9735578,2.970453,2.5093982,0.42730412,2.163013,1.2908142,1.3124291,2.7175486,0.645443,56.64
1.279618,1.2065172,3.2306535,3.433858,0.60561955,2.472623,1.4607806,1.6584015,3.0871744,0.85938144,56.768
1.0219231,1.2505248,3.1120243,1.636325,0.4462366,2.1935177,1.481986,1.884226,3.2767134,0.82336605,56.896
